scenario,time_s,usv_x_m,usv_y_m,heading_deg,speed_mps,yaw_rate_dps,obstacle_x_m,obstacle_y_m,distance_to_obstacle_m,risk,risk_class,command
crossing_left_to_right,3.4,0.0,2.8915,0.0,0.7019,0.0,-3.3,8.0,6.0816,0.2652,LOW,HOLD_COURSE
crossing_left_to_right,3.6,0.0,3.0284,0.0,0.6842,0.0,-3.2,8.0,5.9124,0.2774,LOW,HOLD_COURSE
crossing_left_to_right,3.8,0.0,3.1616,0.0,0.6662,0.0,-3.1,8.0,5.7463,0.2896,LOW,HOLD_COURSE
crossing_left_to_right,4.0,0.0,3.2912,0.0,0.6478,0.0,-3.0,8.0,5.5833,0.3018,MEDIUM,SLOW_DOWN
crossing_left_to_right,4.2,0.0,3.417,0.0,0.6291,0.0,-2.9,8.0,5.4235,0.3141,MEDIUM,SLOW_DOWN
crossing_left_to_right,4.4,0.0,3.539,0.0,0.6101,0.0,-2.8,8.0,5.2669,0.3264,MEDIUM,SLOW_DOWN
crossing_left_to_right,4.6,0.0,3.6572,0.0,0.5908,0.0,-2.7,8.0,5.1137,0.3387,MEDIUM,SLOW_DOWN
crossing_left_to_right,4.8,0.0,3.7714,0.0,0.5711,0.0,-2.6,8.0,4.964,0.3509,MEDIUM,SLOW_DOWN
crossing_left_to_right,5.0,0.0,3.8816,0.0,0.5511,0.0,-2.5,8.0,4.8178,0.363,MEDIUM,SLOW_DOWN
crossing_left_to_right,5.2,0.0,3.9878,0.0,0.5308,0.0,-2.4,8.0,4.6753,0.3749,MEDIUM,SLOW_DOWN
crossing_left_to_right,5.4,0.0,4.0911,0.0035,0.5164,0.0175,-2.3,8.0,4.5354,0.383,MEDIUM,SLOW_DOWN
crossing_left_to_right,5.6,0.0002,4.1916,0.129,0.5026,0.6275,-2.2,8.0,4.3983,0.3908,MEDIUM,SLOW_DOWN
crossing_left_to_right,5.8,0.0008,4.289,0.3362,0.4873,1.0362,-2.1,8.0,4.2643,0.3991,MEDIUM,SLOW_DOWN
crossing_left_to_right,6.0,0.0018,4.3831,0.5958,0.4701,1.2979,-2.0,8.0,4.1339,0.4083,MEDIUM,SLOW_DOWN
crossing_left_to_right,6.2,0.0032,4.4732,0.8872,0.4506,1.457,-1.9,8.0,4.0076,0.4183,MEDIUM,SLOW_DOWN
crossing_left_to_right,6.4,0.005,4.5587,1.1964,0.4278,1.5458,-1.8,8.0,3.8859,0.4297,MEDIUM,SLOW_DOWN
crossing_left_to_right,6.6,0.0096,4.6384,3.3512,0.3992,10.7744,-1.7,8.0,3.7714,0.4434,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,6.8,0.0174,4.715,5.7553,0.385,12.0204,-1.6,8.0,3.6616,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,7.0,0.0302,4.7909,9.6092,0.385,19.2696,-1.5,8.0,3.5552,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,7.2,0.0482,4.8658,13.4766,0.385,19.3368,-1.4,8.0,3.4526,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,7.4,0.0711,4.9393,17.358,0.385,19.4068,-1.3,8.0,3.3538,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,7.6,0.099,5.0111,21.2528,0.385,19.474,-1.2,8.0,3.259,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,7.8,0.1318,5.0808,25.1604,0.385,19.5384,-1.1,8.0,3.1685,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,8.0,0.1692,5.148,29.0816,0.385,19.6056,-1.0,8.0,3.0823,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,8.2,0.2112,5.2126,33.0156,0.385,19.67,-0.9,8.0,3.0007,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,8.4,0.2575,5.2741,36.9619,0.385,19.7316,-0.8,8.0,2.9238,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,8.6,0.3079,5.3323,40.9205,0.385,19.7932,-0.7,8.0,2.8517,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,8.8,0.3622,5.3869,44.8909,0.385,19.852,-0.6,8.0,2.7847,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,9.0,0.4202,5.4375,48.8731,0.385,19.9108,-0.5,8.0,2.7227,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,9.2,0.4816,5.484,52.867,0.385,19.9696,-0.4,8.0,2.666,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,9.4,0.5447,5.5282,55.0,0.385,20.0004,-0.3,8.0,2.6122,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,9.6,0.6078,5.5723,55.0,0.385,19.9948,-0.2,8.0,2.5585,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,9.8,0.6708,5.6165,55.0,0.385,19.992,-0.1,8.0,2.5051,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,10.0,0.7339,5.6607,55.0,0.385,19.992,0.0,8.0,2.4518,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,10.2,0.797,5.7048,55.0,0.385,19.992,0.1,8.0,2.3987,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,10.4,0.8601,5.749,55.0,0.385,19.9948,0.2,8.0,2.3458,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,10.6,0.9231,5.7932,55.0,0.385,20.0004,0.3,8.0,2.2931,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,10.8,0.9862,5.8373,55.0,0.385,19.9696,0.4,8.0,2.2407,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,11.0,1.0493,5.8815,55.0,0.385,19.9108,0.5,8.0,2.1886,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,11.2,1.1124,5.9257,55.0,0.385,19.852,0.6,8.0,2.1367,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,11.4,1.1754,5.9698,55.0,0.385,19.7932,0.7,8.0,2.0851,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,11.6,1.2385,6.014,55.0,0.385,19.7316,0.8,8.0,2.0338,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,11.8,1.3016,6.0582,55.0,0.385,19.67,0.9,8.0,1.9829,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,12.0,1.3647,6.1023,55.0,0.385,19.6056,1.0,8.0,1.9324,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,12.2,1.4277,6.1465,55.0,0.385,19.5384,1.1,8.0,1.8823,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,12.4,1.4908,6.1906,55.0,0.385,19.474,1.2,8.0,1.8326,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,12.6,1.5539,6.2348,55.0,0.385,19.4068,1.3,8.0,1.7834,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,12.8,1.617,6.279,55.0,0.385,19.3368,1.4,8.0,1.7346,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,13.0,1.68,6.3231,55.0,0.385,19.2696,1.5,8.0,1.6865,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_left_to_right,13.2,1.7697,6.4,49.4,0.5907,-28.0,1.6,8.0,1.609,0.339,MEDIUM,SLOW_DOWN
crossing_left_to_right,13.4,1.856,6.49,43.8,0.6235,-28.0,1.7,8.0,1.518,0.3181,MEDIUM,SLOW_DOWN
crossing_left_to_right,13.6,1.9373,6.5933,38.2,0.657,-28.0,1.8,8.0,1.4134,0.2957,LOW,HOLD_COURSE
crossing_left_to_right,13.8,2.0119,6.7099,32.6,0.6921,-28.0,1.9,8.0,1.2949,0.2718,LOW,HOLD_COURSE
crossing_left_to_right,14.0,2.0781,6.8398,27.0,0.7289,-28.0,2.0,8.0,1.1628,0.2463,LOW,HOLD_COURSE
crossing_left_to_right,14.2,2.1341,6.9827,21.4,0.7674,-28.0,2.1,8.0,1.0179,0.2189,LOW,HOLD_COURSE
crossing_left_to_right,14.4,2.178,7.1381,15.8,0.8077,-28.0,2.2,8.0,0.8622,0.1893,LOW,HOLD_COURSE
crossing_left_to_right,14.6,2.2089,7.3054,10.4601,0.8503,-26.6993,2.3,8.0,0.7006,0.1572,LOW,HOLD_COURSE
crossing_left_to_right,14.8,2.2269,7.4751,6.0461,0.8533,-22.0703,2.4,8.0,0.5527,0.1551,LOW,HOLD_COURSE
crossing_left_to_right,15.0,2.2341,7.6459,2.4059,0.8551,-18.2007,2.5,8.0,0.4428,0.1538,LOW,HOLD_COURSE
crossing_left_to_right,15.2,2.2323,7.8173,-0.5872,0.857,-14.9657,2.6,8.0,0.4106,0.1525,LOW,HOLD_COURSE
crossing_left_to_right,15.4,2.2232,7.9889,-3.0396,0.8589,-12.2618,2.7,8.0,0.4769,0.1512,LOW,HOLD_COURSE
crossing_left_to_right,15.6,2.2081,8.1603,-5.04,0.8606,-10.0025,2.8,8.0,0.6132,0.15,LOW,HOLD_COURSE
crossing_left_to_right,15.8,2.1881,8.3317,-6.6631,0.8625,-8.1154,2.9,8.0,0.7854,0.1487,LOW,HOLD_COURSE
crossing_left_to_right,16.0,2.1641,8.5029,-7.9711,0.8643,-6.5399,3.0,8.0,0.9755,0.1475,LOW,HOLD_COURSE
crossing_left_to_right,16.2,2.1371,8.6734,-9.0162,0.8632,-5.2254,3.1,8.0,1.175,0.1483,LOW,HOLD_COURSE
crossing_left_to_right,16.4,2.1076,8.8432,-9.8422,0.8617,-4.1298,3.2,8.0,1.38,0.1492,LOW,HOLD_COURSE
crossing_left_to_right,16.6,2.0763,9.0124,-10.4857,0.8604,-3.2177,3.3,8.0,1.5882,0.1502,LOW,HOLD_COURSE
crossing_left_to_right,16.8,2.0436,9.181,-10.9775,0.859,-2.459,3.4,8.0,1.7985,0.1512,LOW,HOLD_COURSE
crossing_left_to_right,17.0,2.0098,9.3492,-11.3433,0.8575,-1.829,3.5,8.0,2.0102,0.1522,LOW,HOLD_COURSE
crossing_left_to_right,17.2,1.9754,9.5169,-11.6046,0.8559,-1.3065,3.6,8.0,2.2227,0.1532,LOW,HOLD_COURSE
crossing_left_to_right,17.4,1.9405,9.6841,-11.7794,0.8544,-0.874,3.7,8.0,2.4356,0.1543,LOW,HOLD_COURSE
crossing_left_to_right,17.6,1.9054,9.851,-11.8828,0.8528,-0.5168,3.8,8.0,2.6488,0.1554,LOW,HOLD_COURSE
crossing_left_to_right,17.8,1.8702,10.0176,-11.9273,0.8513,-0.2226,3.9,8.0,2.862,0.1565,LOW,HOLD_COURSE
crossing_left_to_right,18.0,1.8351,10.1839,-11.9235,0.8496,0.0191,4.0,8.0,3.0751,0.1577,LOW,HOLD_COURSE
crossing_left_to_right,18.2,1.8002,10.3498,-11.8801,0.848,0.2168,4.1,8.0,3.288,0.1588,LOW,HOLD_COURSE
crossing_left_to_right,18.4,1.7656,10.5155,-11.8046,0.8463,0.3778,4.2,8.0,3.5006,0.16,LOW,HOLD_COURSE
crossing_left_to_right,18.6,1.7312,10.6812,-11.7029,0.8459,0.5082,4.3,8.0,3.7131,0.1602,LOW,HOLD_COURSE
crossing_left_to_right,18.8,1.6972,10.8474,-11.5802,0.8481,0.6134,4.4,8.0,3.9259,0.1587,LOW,HOLD_COURSE
crossing_left_to_right,19.0,1.6635,11.014,-11.4406,0.8502,0.698,4.5,8.0,4.1389,0.1572,LOW,HOLD_COURSE
crossing_left_to_right,19.2,1.6301,11.1812,-11.2875,0.8523,0.7656,4.6,8.0,4.352,0.1558,LOW,HOLD_COURSE
crossing_left_to_right,19.4,1.5971,11.3489,-11.1237,0.8545,0.819,4.7,8.0,4.5654,0.1543,LOW,HOLD_COURSE
crossing_left_to_right,19.6,1.5646,11.5171,-10.9516,0.8566,0.8605,4.8,8.0,4.7789,0.1528,LOW,HOLD_COURSE
crossing_left_to_right,19.8,1.5325,11.6858,-10.7732,0.8587,0.8921,4.9,8.0,4.9925,0.1514,LOW,HOLD_COURSE
crossing_left_to_right,20.0,1.5008,11.855,-10.5901,0.8608,0.9154,5.0,8.0,5.2063,0.15,LOW,HOLD_COURSE
crossing_right_to_left,0.0,0.0,0.1721,0.0,0.8608,0.0,5.0,8.0,9.2884,0.15,LOW,HOLD_COURSE
crossing_right_to_left,0.2,0.0,0.3439,0.0,0.8587,0.0,4.9,8.0,9.0899,0.1514,LOW,HOLD_COURSE
crossing_right_to_left,0.4,0.0,0.5152,0.0,0.8566,0.0,4.8,8.0,8.8917,0.1528,LOW,HOLD_COURSE
crossing_right_to_left,0.6,0.0,0.6861,0.0,0.8545,0.0,4.7,8.0,8.6939,0.1543,LOW,HOLD_COURSE
crossing_right_to_left,0.8,0.0,0.8565,0.0,0.8523,0.0,4.6,8.0,8.4964,0.1558,LOW,HOLD_COURSE
crossing_right_to_left,1.0,0.0,1.0266,0.0,0.8502,0.0,4.5,8.0,8.2993,0.1572,LOW,HOLD_COURSE
crossing_right_to_left,1.2,0.0,1.1962,0.0,0.8481,0.0,4.4,8.0,8.1026,0.1587,LOW,HOLD_COURSE
crossing_right_to_left,1.4,0.0,1.3654,0.0,0.8459,0.0,4.3,8.0,7.9062,0.1602,LOW,HOLD_COURSE
crossing_right_to_left,1.6,0.0,1.5347,0.0,0.8463,0.0,4.2,8.0,7.7098,0.16,LOW,HOLD_COURSE
crossing_right_to_left,1.8,-0.0003,1.6967,-0.1134,0.8103,-0.567,4.1,8.0,7.5196,0.1873,LOW,HOLD_COURSE
crossing_right_to_left,2.0,-0.0011,1.8521,-0.3044,0.7772,-0.9552,4.0,8.0,7.3352,0.2118,LOW,HOLD_COURSE
crossing_right_to_left,2.2,-0.0025,2.0061,-0.4849,0.7701,-0.9024,3.9,8.0,7.1523,0.217,LOW,HOLD_COURSE
crossing_right_to_left,2.4,-0.0042,2.1588,-0.6559,0.7631,-0.855,3.8,8.0,6.9708,0.2221,LOW,HOLD_COURSE
crossing_right_to_left,2.6,-0.0064,2.31,-0.8175,0.7564,-0.808,3.7,8.0,6.7907,0.227,LOW,HOLD_COURSE
crossing_right_to_left,2.8,-0.0089,2.46,-0.9698,0.7501,-0.7615,3.6,8.0,6.6118,0.2316,LOW,HOLD_COURSE
crossing_right_to_left,3.0,-0.0118,2.6072,-1.1236,0.7362,-0.7688,3.5,8.0,6.4354,0.2413,LOW,HOLD_COURSE
crossing_right_to_left,3.2,-0.015,2.751,-1.2816,0.7193,-0.7903,3.4,8.0,6.2621,0.2531,LOW,HOLD_COURSE
crossing_right_to_left,3.4,-0.0185,2.8914,-1.443,0.7019,-0.8067,3.3,8.0,6.0918,0.2652,LOW,HOLD_COURSE
crossing_right_to_left,3.6,-0.0224,3.0282,-1.6065,0.6842,-0.8176,3.2,8.0,5.9248,0.2774,LOW,HOLD_COURSE
crossing_right_to_left,3.8,-0.0265,3.1613,-1.7715,0.6662,-0.8249,3.1,8.0,5.7609,0.2896,LOW,HOLD_COURSE
crossing_right_to_left,4.0,-0.0351,3.2906,-3.8312,0.6478,-10.2984,3.0,8.0,5.6027,0.3018,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,4.2,-0.0484,3.4157,-6.0314,0.6291,-11.0012,2.9,8.0,5.4505,0.3141,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,4.4,-0.0661,3.5364,-8.3728,0.6101,-11.7068,2.8,8.0,5.3045,0.3264,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,4.6,-0.0884,3.6525,-10.8541,0.5908,-12.4068,2.7,8.0,5.1649,0.3387,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,4.8,-0.115,3.7636,-13.476,0.5711,-13.1096,2.6,8.0,5.0318,0.3509,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,5.0,-0.1458,3.8694,-16.2385,0.5511,-13.8124,2.5,8.0,4.9053,0.363,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,5.2,-0.1806,3.9697,-19.1404,0.5308,-14.5096,2.4,8.0,4.7857,0.3749,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,5.4,-0.2195,4.0654,-22.0956,0.5164,-14.7756,2.3,8.0,4.6722,0.383,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,5.6,-0.2613,4.1568,-24.5528,0.5026,-12.2864,2.2,8.0,4.5638,0.3908,MEDIUM,TURN_LEFT_SLOW
crossing_right_to_left,5.8,-0.2951,4.2482,-20.3206,0.4873,21.1612,2.1,8.0,4.4511,0.3991,MEDIUM,SLOW_DOWN
crossing_right_to_left,6.0,-0.3221,4.3383,-16.681,0.4701,18.1978,2.0,8.0,4.3359,0.4083,MEDIUM,SLOW_DOWN
crossing_right_to_left,6.2,-0.3432,4.4259,-13.5353,0.4506,15.7285,1.9,8.0,4.2197,0.4183,MEDIUM,SLOW_DOWN
crossing_right_to_left,6.4,-0.3592,4.5099,-10.8012,0.4278,13.6706,1.8,8.0,4.104,0.4297,MEDIUM,SLOW_DOWN
crossing_right_to_left,6.6,-0.3709,4.5889,-8.4101,0.3992,11.9556,1.7,8.0,3.9905,0.4434,MEDIUM,SLOW_DOWN
crossing_right_to_left,6.8,-0.3793,4.6654,-6.3061,0.385,10.5201,1.6,8.0,3.8778,0.45,MEDIUM,SLOW_DOWN
crossing_right_to_left,7.0,-0.3826,4.7424,-2.4521,0.385,19.2696,1.5,8.0,3.7625,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,7.2,-0.3807,4.8193,1.4152,0.385,19.3368,1.4,8.0,3.6452,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,7.4,-0.3736,4.896,5.2966,0.385,19.4068,1.3,8.0,3.5264,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,7.6,-0.3613,4.972,9.1914,0.385,19.474,1.2,8.0,3.4068,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,7.8,-0.3439,5.047,13.0991,0.385,19.5384,1.1,8.0,3.2871,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,8.0,-0.3213,5.1206,17.0202,0.385,19.6056,1.0,8.0,3.1681,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,8.2,-0.2938,5.1926,20.9542,0.385,19.67,0.9,8.0,3.0507,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,8.4,-0.2614,5.2624,24.9005,0.385,19.7316,0.8,8.0,2.9362,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,8.6,-0.2242,5.3298,28.8591,0.385,19.7932,0.7,8.0,2.8256,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,8.8,-0.1825,5.3945,32.8295,0.385,19.852,0.6,8.0,2.7204,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,9.0,-0.1363,5.4562,36.8117,0.385,19.9108,0.5,8.0,2.6222,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,9.2,-0.086,5.5145,40.8056,0.385,19.9696,0.4,8.0,2.5326,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,9.4,-0.0318,5.5691,44.8057,0.385,20.0004,0.3,8.0,2.4534,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,9.6,0.0262,5.6198,48.8047,0.385,19.9948,0.2,8.0,2.3865,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,9.8,0.0875,5.6664,52.8031,0.385,19.992,0.1,8.0,2.3337,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,10.0,0.1506,5.7105,55.0,0.385,19.992,0.0,8.0,2.2944,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,10.2,0.2137,5.7547,55.0,0.385,19.992,-0.1,8.0,2.2671,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,10.4,0.2767,5.7989,55.0,0.385,19.9948,-0.2,8.0,2.2522,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,10.6,0.3398,5.843,55.0,0.385,20.0004,-0.3,8.0,2.2499,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,10.8,0.4029,5.8872,55.0,0.385,19.9696,-0.4,8.0,2.2602,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,11.0,0.466,5.9314,55.0,0.385,19.9108,-0.5,8.0,2.2831,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,11.2,0.529,5.9755,55.0,0.385,19.852,-0.6,8.0,2.318,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,11.4,0.5921,6.0197,55.0,0.385,19.7932,-0.7,8.0,2.3646,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,11.6,0.6552,6.0639,55.0,0.385,19.7316,-0.8,8.0,2.422,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,11.8,0.7183,6.108,55.0,0.385,19.67,-0.9,8.0,2.4897,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,12.0,0.7813,6.1522,55.0,0.385,19.6056,-1.0,8.0,2.5666,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,12.2,0.8444,6.1963,55.0,0.385,19.5384,-1.1,8.0,2.6522,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,12.4,0.9075,6.2405,55.0,0.385,19.474,-1.2,8.0,2.7454,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,12.6,0.9706,6.2847,55.0,0.385,19.4068,-1.3,8.0,2.8457,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,12.8,1.0336,6.3288,55.0,0.385,19.3368,-1.4,8.0,2.9522,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,13.0,1.0967,6.373,55.0,0.385,19.2696,-1.5,8.0,3.0643,0.45,MEDIUM,TURN_RIGHT_SLOW
crossing_right_to_left,13.2,1.1864,6.4499,49.4,0.5907,-28.0,-1.6,8.0,3.1886,0.339,MEDIUM,SLOW_DOWN
crossing_right_to_left,13.4,1.2727,6.5399,43.8,0.6235,-28.0,-1.7,8.0,3.3119,0.3181,MEDIUM,SLOW_DOWN
crossing_right_to_left,13.6,1.354,6.6432,38.2,0.657,-28.0,-1.8,8.0,3.4335,0.2957,LOW,HOLD_COURSE
crossing_right_to_left,13.8,1.4286,6.7598,32.6,0.6921,-28.0,-1.9,8.0,3.5521,0.2718,LOW,HOLD_COURSE
crossing_right_to_left,14.0,1.4947,6.8897,27.0,0.7289,-28.0,-2.0,8.0,3.6669,0.2463,LOW,HOLD_COURSE
crossing_right_to_left,14.2,1.5507,7.0326,21.4,0.7674,-28.0,-2.1,8.0,3.7768,0.2189,LOW,HOLD_COURSE
crossing_right_to_left,14.4,1.5947,7.188,15.8,0.8077,-28.0,-2.2,8.0,3.8806,0.1893,LOW,HOLD_COURSE
crossing_right_to_left,14.6,1.6276,7.3549,11.1286,0.8503,-23.3571,-2.3,8.0,3.9802,0.1572,LOW,HOLD_COURSE
crossing_right_to_left,14.8,1.6491,7.5241,7.2604,0.8533,-19.3409,-2.4,8.0,4.077,0.1551,LOW,HOLD_COURSE
crossing_right_to_left,15.0,1.6612,7.6947,4.0638,0.8551,-15.9831,-2.5,8.0,4.1724,0.1538,LOW,HOLD_COURSE
crossing_right_to_left,15.2,1.6655,7.8661,1.4287,0.857,-13.1756,-2.6,8.0,4.2676,0.1525,LOW,HOLD_COURSE
crossing_right_to_left,15.4,1.6633,8.0379,-0.737,0.8589,-10.8285,-2.7,8.0,4.3635,0.1512,LOW,HOLD_COURSE
crossing_right_to_left,15.6,1.6558,8.2098,-2.5104,0.8606,-8.8667,-2.8,8.0,4.4607,0.15,LOW,HOLD_COURSE
crossing_right_to_left,15.8,1.6439,8.3819,-3.9559,0.8625,-7.2275,-2.9,8.0,4.5599,0.1487,LOW,HOLD_COURSE
crossing_right_to_left,16.0,1.6284,8.5541,-5.1275,0.8643,-5.8584,-3.0,8.0,4.6615,0.1475,LOW,HOLD_COURSE
crossing_right_to_left,16.2,1.6102,8.7257,-6.0706,0.8632,-4.7153,-3.1,8.0,4.7657,0.1483,LOW,HOLD_COURSE
crossing_right_to_left,16.4,1.5897,8.8969,-6.823,0.8617,-3.762,-3.2,8.0,4.8729,0.1492,LOW,HOLD_COURSE
crossing_right_to_left,16.6,1.5675,9.0675,-7.4165,0.8604,-2.9675,-3.3,8.0,4.9832,0.1502,LOW,HOLD_COURSE
crossing_right_to_left,16.8,1.5439,9.2377,-7.8777,0.859,-2.3061,-3.4,8.0,5.0965,0.1512,LOW,HOLD_COURSE
crossing_right_to_left,17.0,1.5194,9.4074,-8.2289,0.8575,-1.7561,-3.5,8.0,5.213,0.1522,LOW,HOLD_COURSE
crossing_right_to_left,17.2,1.4941,9.5767,-8.4888,0.8559,-1.2993,-3.6,8.0,5.3325,0.1532,LOW,HOLD_COURSE
